Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Minutes_90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,Goals_minus_xG,npGoals_minus_xG,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Ast_minus_xAG,KP,Passes_Final3rd,PPA,CrsPA,TB,Sw,Crs,TI,CK,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,GCA,GCA90,Tkl,TklW,Tkl_Def3rd,Tkl_Mid3rd,Tkl_Att3rd,Tkl%,Int,Tkl+Int,Clr,Err,Touches,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Subs,Mn/Sub,PPM,PlusMinus,PlusMinus_90,xG_PlusMinus,xG_PlusMinus_90,TwoCrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,GK_PassAtt,Thr,Launch%,AvgLen,Opp,Stp,Stp%,GK_OPA,GK_OPA_90,AvgDist,Gls_p90,Ast_p90,xG_p90,npxG_p90,xAG_p90,xA_p90,PrgC_p90,PrgP_p90,PrgR_p90,Sh_p90,SoT_p90,FK_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,TI_p90,CK_p90,Off_p90,Blocks_p90,SCA_p90,GCA_p90,PassLive_p90,PassDead_p90,TO_p90,Fld_p90,Tkl_p90,TklW_p90,Tkl+Int_p90,Int_p90,Clr_p90,Err_p90,Touches_p90,Carries_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,Recov_p90,Fls_p90,Won_p90,G-xG_p90,np:G-xG_p90,A-xAG_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,Succ_p90,Tkld_p90,CrdY_p90,PKwon_p90,PKcon_p90,Subs_p90,Pos_Primary,score_FW,score_DF,score_MF,score_GK,radar_FW_Remate,radar_FW_Gol,radar_FW_Precision,radar_FW_Creacion,radar_FW_Movimiento,radar_FW_Conduccion,radar_DF_Defensa,radar_DF_Pase,radar_DF_Despeje,radar_DF_Aereo,radar_DF_Progresion,radar_DF_Errores,radar_MF_Creacion,radar_MF_Progresion,radar_MF_Defensa,radar_MF_Asistencia,radar_MF_Conduccion,radar_MF_Pase,radar_GK_Calidad,radar_GK_Paradas,radar_GK_GolesEnc,radar_GK_PorteriaACero,radar_GK_Pase
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20.0,11,6,579,6.4,0,2,0,0,0,0,0.4,0.4,1.6,42,17,60,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0.03,-0.4,-0.4,123,197,62.4,2150,601,1.4,0.4,6,7,7,2,2,2,30,9,1,0,18,17,2.64,10,0,2,4,3,0.47,21,15,13,2,6,57.9,4,25,12,0,326,29,42.0,28,40.6,217,15,18,12,216,53.0,16.9,86.0,5,12.0,0.91,-7,-1.09,-3.9,-0.6,0,11,0,0,0,38,14,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.311,0.062,0.062,0.249,0.218,6.528,2.642,9.326,2.021,0.777,0.0,0.933,1.088,1.088,0.311,4.663,1.399,0.155,0.0,2.798,2.642,0.466,1.554,0.0,0.311,0.622,3.264,2.332,3.886,0.622,1.865,0.0,50.674,33.731,2.332,2.798,1.865,33.575,5.907,1.71,2.176,-0.062,-0.062,0.062,19.119,30.622,334.197,93.42,4.508,4.352,0.0,0.0,0.0,0.777,FW,0.2452,,,,0.0364,0.0,0.3048,0.4145,0.4854,0.5163,,,,,,,,,,,,,,,,,
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26.0,24,24,2017,22.4,2,1,0,0,6,1,0.6,0.6,0.2,12,40,6,10,3,30.0,0.45,0.13,0.2,0.67,12.9,0,0.06,1.4,1.4,900,1085,82.9,17231,7016,0.1,0.8,1,40,1,0,0,8,6,1,0,3,4,11,0.49,10,0,0,1,3,0.13,37,25,30,7,0,63.0,23,60,125,0,1351,5,50.0,4,40.0,725,2,16,5,819,84.0,59.0,84.0,0,,1.46,3,0.13,1.5,0.06,0,22,0,0,0,93,31,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.089,0.045,0.027,0.027,0.009,0.004,0.535,1.785,0.268,0.446,0.134,0.0,0.045,1.785,0.045,0.0,0.268,0.045,0.0,0.134,0.178,0.491,0.134,0.446,0.0,0.0,0.045,1.651,1.116,2.677,1.026,5.578,0.0,60.283,32.35,0.089,0.714,0.223,36.544,4.15,0.982,1.383,0.062,0.062,0.036,40.159,48.413,768.86,313.059,0.223,0.178,0.268,0.0,0.0,0.0,DF,,0.4284,,,,,,,,,0.3158,0.6807,0.6026,0.6156,0.0984,0.0,,,,,,,,,,,
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31.0,24,3,456,5.1,2,0,1,1,4,0,2.2,1.5,0.1,0,7,14,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,0.11,-0.2,-0.5,58,87,66.7,837,164,0.1,-0.1,3,5,1,0,0,0,0,0,0,0,1,7,1.39,5,0,0,1,1,0.2,2,1,1,1,0,50.0,1,3,5,0,146,1,33.3,2,66.7,77,0,17,12,104,19.0,13.3,72.0,21,11.0,1.38,1,0.2,0.8,0.16,0,6,1,0,0,13,19,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.395,0.0,0.434,0.296,0.02,0.02,0.0,1.382,2.763,2.566,0.789,0.0,0.592,0.987,0.197,0.0,0.0,0.0,0.0,0.0,0.197,1.382,0.197,0.987,0.0,0.0,0.197,0.395,0.197,0.592,0.197,0.987,0.0,28.816,15.197,0.0,3.355,2.368,20.526,2.566,1.184,3.75,-0.039,-0.099,-0.02,11.447,17.171,165.197,32.368,0.197,0.395,0.789,0.197,0.0,4.145,FW,0.215,,,,0.3665,0.3438,0.3095,0.0255,0.0441,0.0,,,,,,,,,,,,,,,,,
Abel,es ESP,DF,Osasuna,es La Liga,23.0,35,20,2074,23.0,2,0,0,0,3,0,0.5,0.5,1.0,50,77,92,12,4,33.3,0.52,0.17,0.17,0.5,22.9,0,0.04,1.5,1.5,776,1071,72.5,12899,5046,1.5,-1.0,16,57,18,13,3,2,85,206,0,4,47,39,1.69,29,2,5,1,4,0.17,61,37,28,25,8,61.9,18,79,64,2,1322,18,51.4,13,37.1,605,7,27,18,683,59.0,60.6,86.0,15,24.0,1.46,-5,-0.22,-8.7,-0.38,0,25,0,1,0,106,20,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.087,0.0,0.022,0.022,0.043,0.065,2.17,3.341,3.992,0.521,0.174,0.0,0.694,2.473,0.781,0.564,3.689,8.939,0.0,0.174,2.04,1.692,0.174,1.258,0.087,0.217,0.043,2.647,1.606,3.428,0.781,2.777,0.087,57.367,26.254,0.304,1.172,0.781,29.638,4.6,1.085,0.868,0.065,0.065,-0.043,33.674,46.475,559.744,218.968,0.781,0.564,0.13,0.0,0.043,0.651,DF,,0.3808,,,,,,,,,0.4452,0.4063,0.2711,0.6011,0.2827,0.145,,,,,,,,,,,
Abel Ruiz,es ESP,FW,Girona,es La Liga,24.0,23,17,1346,15.0,4,0,1,2,3,0,4.6,3.0,0.5,21,23,71,21,7,33.3,1.4,0.47,0.14,0.43,14.0,0,0.14,-0.6,0.0,239,272,87.9,3608,480,0.7,-0.5,8,14,5,0,1,1,4,2,0,1,5,17,1.14,12,0,1,1,1,0.07,6,2,2,2,2,40.0,5,11,7,0,391,7,35.0,10,50.0,225,10,32,18,281,59.0,39.4,70.0,6,26.0,1.09,-6,-0.4,-2.9,-0.2,0,7,0,0,0,21,9,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.267,0.0,0.308,0.201,0.033,0.047,1.404,1.538,4.747,1.404,0.468,0.0,0.535,0.936,0.334,0.0,0.267,0.134,0.0,0.067,0.334,1.137,0.067,0.802,0.0,0.067,0.067,0.401,0.134,0.736,0.334,0.468,0.0,26.144,15.045,0.669,2.14,1.204,18.789,1.404,0.468,0.602,-0.04,0.0,-0.033,15.981,18.187,241.248,32.095,0.468,0.669,0.201,0.0,0.0,0.401,FW,0.1728,,,,0.2547,0.2324,0.1836,0.0786,0.1775,0.111,,,,,,,,,,,,,,,,,
Abner,br BRA,DF,Lyon,fr Ligue 1,24.0,19,12,1090,12.1,1,1,0,0,1,0,0.6,0.6,1.1,31,66,55,7,3,42.9,0.58,0.25,0.14,0.33,17.7,0,0.08,0.4,0.4,568,675,84.1,8355,3494,2.3,-0.1,11,45,11,2,1,5,31,82,6,2,19,25,2.06,21,3,0,0,1,0.08,29,20,12,10,7,65.6,5,34,41,0,791,6,50.0,6,50.0,426,5,14,8,513,57.0,35.6,83.0,7,14.0,1.84,3,0.25,5.8,0.48,0,16,0,0,0,45,7,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.083,0.083,0.05,0.05,0.091,0.19,2.56,5.45,4.541,0.578,0.248,0.0,0.908,3.716,0.908,0.165,2.56,6.771,0.495,0.165,1.569,2.064,0.083,1.734,0.248,0.0,0.0,2.394,1.651,2.807,0.413,3.385,0.0,65.312,35.174,0.413,1.156,0.661,42.358,3.716,1.321,0.578,0.033,0.033,-0.008,46.899,55.734,689.862,288.495,0.495,0.495,0.083,0.0,0.0,0.578,DF,,0.4483,,,,,,,,,0.3382,0.7124,0.343,0.4867,0.5324,0.0,,,,,,,,,,,
Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19.0,1,0,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,,0.0,0.0,2,4,50.0,53,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,4,0,,0,,3,0,0,1,3,4.0,0.1,,1,4.0,1.0,0,0.0,-0.5,-10.9,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,67.5,0.0,0.0,22.5,67.5,0.0,22.5,0.0,0.0,0.0,0.0,45.0,90.0,1192.5,0.0,0.0,0.0,0.0,0.0,0.0,22.5,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,25.0,25,24,2066,23.0,4,6,0,0,4,0,2.9,2.9,6.2,93,183,274,32,12,37.5,1.39,0.52,0.13,0.33,19.2,5,0.09,1.1,1.1,1898,2140,88.7,26053,7482,5.3,-0.2,50,138,37,9,2,8,80,150,4,3,32,104,4.53,91,3,4,3,11,0.48,48,36,18,20,10,49.1,31,79,18,3,2371,26,50.0,21,40.4,1384,21,38,15,1817,83.0,67.5,85.0,1,17.0,2.64,45,1.96,44.6,1.94,0,19,0,0,0,136,9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.174,0.261,0.126,0.126,0.27,0.231,4.051,7.972,11.936,1.394,0.523,0.218,2.178,6.012,1.612,0.392,3.485,6.534,0.174,0.131,1.394,4.53,0.479,3.964,0.131,0.174,0.131,2.091,1.568,3.441,1.35,0.784,0.131,103.287,60.29,0.915,1.655,0.653,79.153,5.924,0.828,0.392,0.048,0.048,-0.009,82.682,93.224,1134.932,325.934,1.133,0.915,0.174,0.0,0.0,0.044,DF,,0.4915,,,,,,,,,0.4474,0.8338,0.0352,0.4767,0.8311,0.2183,,,,,,,,,,,
Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27.0,20,15,1248,13.9,2,2,0,1,4,0,3.3,2.3,1.2,25,21,79,25,7,28.0,1.8,0.5,0.08,0.29,16.6,0,0.09,-1.3,-0.3,231,288,80.2,3320,446,0.6,0.8,9,10,8,2,0,1,14,3,0,2,12,19,1.37,12,1,2,0,4,0.29,12,3,2,7,3,21.4,3,15,8,0,377,6,42.9,8,57.1,235,6,11,18,286,62.0,36.5,75.0,5,25.0,0.3,-28,-2.02,-19.6,-1.41,0,12,0,0,0,23,5,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.144,0.144,0.238,0.166,0.087,0.043,1.803,1.514,5.697,1.803,0.505,0.0,0.649,0.721,0.577,0.144,1.01,0.216,0.0,0.144,0.865,1.37,0.288,0.865,0.072,0.144,0.0,0.865,0.216,1.082,0.216,0.577,0.0,27.188,16.947,0.433,0.793,1.298,20.625,1.659,0.865,0.361,-0.094,-0.022,0.058,16.659,20.769,239.423,32.163,0.433,0.577,0.288,0.0,0.0,0.361,FW,0.1697,,,,0.1925,0.1253,0.1981,0.0707,0.2414,0.1426,,,,,,,,,,,,,,,,,
Adam Aznou,ma MAR,DF,Valladolid (+1),es La Liga,18.0,15,10,893,9.922,0,0,0,0,1,0,0.3,0.3,0.3,16,26,28,4,1,24.524,0.402,0.098,0.0,0.0,17.363,0,0.069,-0.3,-0.3,258,360,71.497,3838,1305,0.4,-0.3,6,18,4,2,0,0,13,67,2,5,12,16,1.609,11,3,2,0,0,0.0,28,21,20,8,0,47.871,10,38,31,0,526,19,45.419,15,35.903,231,3,28,12,242,65.896,25.124,77.496,5,28.619,0.136,-18,-1.81,-3.1,-0.312,0,14,0,0,0,57,11,71.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.04,1.613,2.62,2.822,0.403,0.101,0.0,0.605,1.814,0.403,0.202,1.31,6.753,0.202,0.504,1.209,1.613,0.0,1.109,0.302,0.202,0.0,2.822,2.116,3.83,1.008,3.124,0.0,53.012,23.281,0.302,2.822,1.209,24.39,5.745,1.411,1.109,-0.03,-0.03,-0.03,26.002,36.282,386.809,131.523,1.915,1.512,0.101,0.0,0.0,0.504,DF,,0.4265,,,,,,,,,0.5144,0.3799,0.3121,0.7989,0.1973,0.0,,,,,,,,,,,
Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28.0,16,2,373,4.1,0,0,0,0,2,1,0.4,0.4,0.0,1,14,4,6,0,0.0,1.45,0.0,0.0,,14.6,0,0.07,-0.4,-0.4,173,212,81.6,2935,1208,0.1,0.0,0,11,1,0,1,0,3,16,0,1,5,5,1.21,5,0,0,0,0,0.0,20,10,13,6,1,68.8,4,24,28,0,280,1,50.0,1,50.0,110,0,2,2,152,23.0,12.2,61.0,14,18.0,0.88,-6,-1.45,-4.3,-1.04,0,5,0,0,0,13,13,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.097,0.097,0.0,0.024,0.241,3.378,0.965,1.448,0.0,0.0,0.0,2.654,0.241,0.0,0.724,3.861,0.0,0.241,1.206,1.206,0.0,1.206,0.0,0.0,0.0,4.826,2.413,5.791,0.965,6.756,0.0,67.56,26.542,0.0,0.483,0.483,36.676,3.137,1.206,3.137,-0.097,-0.097,0.0,41.743,51.153,708.177,291.475,0.241,0.241,0.483,0.0,0.0,3.378,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,22.0,27,22,1871,20.8,8,4,0,0,2,0,5.6,5.6,3.5,54,68,102,59,24,40.7,2.84,1.15,0.14,0.33,17.3,1,0.1,2.4,2.4,348,508,68.5,5351,1301,3.2,0.5,20,37,19,4,1,1,20,4,0,3,19,57,2.74,41,1,7,4,10,0.48,22,10,7,8,7,55.0,4,26,20,0,761,33,51.6,27,42.2,429,19,51,37,552,69.0,61.1,81.0,5,18.0,0.85,-16,-0.77,-5.9,-0.28,0,15,0,0,0,66,40,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.385,0.192,0.269,0.269,0.168,0.154,2.598,3.271,4.906,2.838,1.154,0.048,0.962,1.78,0.914,0.192,0.962,0.192,0.0,0.144,0.914,2.742,0.481,1.972,0.048,0.337,0.192,1.058,0.481,1.251,0.192,0.962,0.0,36.606,20.636,0.914,2.453,1.78,26.553,3.175,0.722,1.924,0.115,0.115,0.024,16.74,24.436,257.397,62.582,1.587,1.299,0.096,0.0,0.0,0.241,FW,0.2956,,,,0.2201,0.3351,0.4527,0.2888,0.1882,0.2055,,,,,,,,,,,,,,,,,
Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36.0,14,5,361,4.0,0,2,0,0,4,0,0.2,0.2,0.9,6,24,10,3,0,0.0,0.75,0.0,0.0,,18.1,0,0.06,-0.2,-0.2,221,260,85.0,2891,980,0.5,1.1,4,21,9,3,1,0,4,0,0,1,3,9,2.24,8,0,0,1,2,0.5,8,5,4,4,0,16.7,5,13,5,0,318,5,41.7,5,41.7,178,0,10,6,245,26.0,10.6,51.0,9,12.0,0.5,-5,-1.25,-3.8,-0.94,0,8,0,0,0,19,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.499,0.05,0.05,0.224,0.125,1.496,5.983,2.493,0.748,0.0,0.0,0.997,5.235,2.244,0.748,0.997,0.0,0.0,0.249,0.748,2.244,0.499,1.994,0.0,0.0,0.249,1.994,1.247,3.241,1.247,1.247,0.0,79.28,44.377,0.0,2.493,1.496,61.08,4.737,1.994,0.499,-0.05,-0.05,0.274,55.097,64.82,720.748,244.321,1.247,1.247,0.997,0.0,0.0,2.244,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,35,26,2337,26.0,4,0,0,0,1,0,2.0,2.0,0.6,23,84,108,23,10,43.5,0.89,0.39,0.17,0.4,15.4,0,0.09,2.0,2.0,1053,1240,84.9,16214,5156,0.6,-0.6,13,72,16,9,0,3,54,169,0,1,15,33,1.27,25,2,0,0,3,0.12,32,20,18,12,2,60.0,16,48,61,0,1433,10,43.5,12,52.2,683,0,12,13,926,67.0,68.3,83.0,9,21.0,1.6,0,0.0,8.6,0.33,0,20,0,0,1,83,29,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.154,0.0,0.077,0.077,0.023,0.023,0.886,3.235,4.159,0.886,0.385,0.0,0.501,2.773,0.616,0.347,2.08,6.508,0.0,0.039,0.578,1.271,0.116,0.963,0.077,0.0,0.0,1.232,0.77,1.849,0.616,2.349,0.0,55.186,26.303,0.0,0.462,0.501,35.661,3.196,0.77,1.117,0.077,0.077,-0.023,40.552,47.754,624.416,198.562,0.385,0.462,0.039,0.0,0.0,0.347,DF,,0.3601,,,,,,,,,0.1732,0.7335,0.2204,0.5856,0.2701,0.0,,,,,,,,,,,
Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,28,20,1919,21.3,1,2,0,0,5,0,0.7,0.7,0.3,15,73,10,8,2,25.0,0.38,0.09,0.13,0.5,14.6,0,0.09,0.3,0.3,1066,1267,84.1,19972,7055,0.7,1.7,4,72,6,2,1,8,14,25,0,3,4,21,0.98,17,0,2,1,4,0.19,33,15,22,10,1,57.5,27,60,95,2,1502,6,50.0,6,50.0,853,1,12,8,971,69.0,56.1,87.0,8,22.0,1.11,-8,-0.38,-9.3,-0.43,0,23,1,0,0,88,66,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.047,0.094,0.033,0.033,0.014,0.033,0.703,3.424,0.469,0.375,0.094,0.0,0.188,3.377,0.281,0.094,0.657,1.172,0.0,0.141,0.188,0.985,0.188,0.797,0.0,0.094,0.047,1.548,0.703,2.814,1.266,4.455,0.094,70.443,40.005,0.047,0.563,0.375,45.539,4.127,1.079,3.095,0.014,0.014,0.08,49.995,59.422,936.675,330.875,0.281,0.281,0.234,0.047,0.0,0.375,DF,,0.4745,,,,,,,,,0.3394,0.7124,0.4697,0.8244,0.2925,0.1567,,,,,,,,,,,
Adam Obert,sk SVK,DF,Cagliari,it Serie A,21.0,21,13,1077,12.0,1,1,0,0,4,0,0.9,0.9,0.4,12,50,19,9,2,22.2,0.75,0.17,0.11,0.5,12.0,0,0.11,0.1,0.1,413,537,76.9,6894,2626,0.2,0.6,10,36,4,1,0,3,11,92,0,3,17,25,2.09,19,3,0,1,4,0.33,31,18,12,17,2,59.3,23,54,48,2,710,5,35.7,9,64.3,298,0,26,7,330,51.0,31.5,72.0,8,17.0,0.81,-3,-0.25,-6.3,-0.53,0,22,0,0,0,59,25,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.084,0.084,0.075,0.075,0.033,0.017,1.003,4.178,1.588,0.752,0.167,0.0,0.836,3.008,0.334,0.084,0.919,7.688,0.0,0.251,1.421,2.089,0.334,1.588,0.251,0.0,0.084,2.591,1.504,4.513,1.922,4.011,0.167,59.331,24.903,0.0,2.173,0.585,27.577,4.93,1.838,2.089,0.008,0.008,0.05,34.513,44.875,576.1,219.443,0.418,0.752,0.334,0.0,0.0,0.669,DF,,0.4887,,,,,,,,,0.632,0.5224,0.4171,0.5911,0.3818,0.2783,,,,,,,,,,,
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33.0,25,19,1590,17.7,0,0,0,0,7,0,0.7,0.7,0.4,15,49,34,3,0,0.0,0.17,0.0,0.0,,16.9,0,0.22,-0.7,-0.7,514,679,75.7,8452,2723,0.7,-0.4,8,49,10,5,1,2,33,119,0,1,15,23,1.3,17,1,1,3,2,0.11,24,12,11,7,6,51.9,15,39,49,1,825,6,37.5,7,43.8,366,1,13,7,403,64.0,46.5,75.0,6,28.0,1.48,7,0.4,10.8,0.61,0,19,0,0,0,50,14,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.023,0.04,0.849,2.774,1.925,0.17,0.0,0.0,0.453,2.774,0.566,0.283,1.868,6.736,0.0,0.057,0.849,1.302,0.113,0.962,0.057,0.057,0.17,1.358,0.679,2.208,0.849,2.774,0.057,46.698,20.717,0.057,0.736,0.396,22.811,2.83,1.075,0.792,-0.04,-0.04,-0.023,29.094,38.434,478.415,154.132,0.34,0.396,0.396,0.0,0.0,0.34,DF,,0.3174,,,,,,,,,0.2351,0.4908,0.2707,0.5367,0.2155,0.095,,,,,,,,,,,
Adam Webster,eng ENG,DF,Brighton,eng Premier League,29.0,14,11,887,9.9,0,0,0,0,1,0,0.2,0.2,0.5,8,63,2,5,1,20.0,0.51,0.1,0.0,0.0,10.8,0,0.05,-0.2,-0.2,636,725,87.7,11765,4541,0.3,-0.5,3,64,2,0,0,3,2,0,0,2,5,14,1.42,10,2,0,0,4,0.41,10,6,5,4,1,42.9,20,30,41,2,824,1,33.3,2,66.7,476,0,5,1,552,63.0,25.9,77.0,3,14.0,2.29,15,1.52,4.6,0.47,0,7,0,1,0,35,24,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.051,0.03,0.812,6.392,0.203,0.507,0.101,0.0,0.304,6.494,0.203,0.0,0.203,0.0,0.0,0.203,0.507,1.421,0.406,1.015,0.203,0.0,0.0,1.015,0.609,3.044,2.029,4.16,0.203,83.608,48.298,0.0,0.507,0.101,56.009,3.551,0.71,2.435,-0.02,-0.02,-0.051,64.532,73.563,1193.743,460.755,0.101,0.203,0.101,0.0,0.101,0.304,DF,,0.5534,,,,,,,,,0.379,0.8074,0.4348,0.8889,0.644,0.3383,,,,,,,,,,,
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,20.0,20,16,1318,14.6,0,2,0,0,2,0,0.4,0.4,3.0,14,107,11,13,5,38.5,0.89,0.34,0.0,0.0,25.4,0,0.03,-0.4,-0.4,548,725,75.6,10271,3780,2.2,-1.0,26,78,18,5,5,1,39,0,26,7,12,59,4.03,45,11,0,0,6,0.41,34,14,14,16,4,38.6,20,54,27,0,872,2,20.0,8,80.0,430,2,17,13,533,66.0,38.5,77.0,4,23.0,1.25,-3,-0.2,1.9,0.13,0,12,0,0,0,102,7,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.137,0.027,0.027,0.205,0.15,0.956,7.307,0.751,0.888,0.341,0.0,1.775,5.326,1.229,0.341,2.663,0.0,1.775,0.478,0.819,4.029,0.41,3.073,0.751,0.0,0.0,2.322,0.956,3.687,1.366,1.844,0.0,59.545,29.363,0.137,1.161,0.888,36.396,6.965,0.819,0.478,-0.027,-0.027,-0.068,37.42,49.507,701.358,258.118,0.137,0.546,0.137,0.0,0.0,0.273,MF,,,0.431,,,,,,,,,,,,,,0.4834,0.6023,0.4919,0.3279,0.1275,0.4719,,,,,
